Year,Bowl Game Name,Lead Time (Days),Team 1,Team 1 Conference,Team 1 AP Ranking,Team 1 Wins,Team 1 Prior Season Wins,Team 1 Win Difference from Year Prior,Team 1 247 Talent Composite Score,Team 1 Total FB Social Followers,Team 1 Enrollment,Team 1 Total Alumni,Team 1 Alumni Dispersion,Team 1 Brand Power,Team 1 Lat,Team 1 Lon,Team 1 Closest Large Airport Name,Team 1 Miles to Closest Large Airport,Team 1 Driving Time to Closest Large Airport (Minutes),Team 1 Nearest Large Airport Remote Flag,Team 1 Time Zone,Team 2,Team 2 Conference,Team 2 AP Ranking,Team 2 Wins,Team 2 Prior Season Wins,Team 2 Win Difference from Year Prior,Team 2 247 Talent Composite Score,Team 2 Total FB Social Followers,Team 2 Enrollment,Team 2 Total Alumni,Team 2 Alumni Dispersion,Team 2 Brand Power,Team 2 Lat,Team 2 Lon,Team 2 Closest Large Airport Name,Team 2 Miles to Closest Large Airport,Team 2 Driving Time to Closest Large Airport (Minutes),Team 2 Nearest Large Airport Remote Flag,Team 2 Time Zone,Venue,City,State,Venue Tier,Venue Capacity,Venue Lat,Venue Lon,Venue Time Zone,Team 1 Miles to Venue,Team 1 Driving Time (hrs),Team 1 Driving Time (min),Team 1 Drivable?,Team 2 Miles to Venue,Team 2 Driving Time (hrs),Team 2 Driving Time (min),Team 2 Drivable?,Date,Day of the Week,Local Start Time,Network,Viewers,Attendance,Bowl Avg Viewers,Bowl Avg Attendees,% Filled,Avg Wins,Total Wins,Avg AP Ranking,Best AP Ranking,Worst AP Ranking,SEC Present,Big 10 Present,Big 12 Present,ACC Present,Combined Fanbase Size (social + enrollment + alum),Avg Distace Traveled,Avg Driving Min,Avg Driving Hours,Distance Minimum,Distance Imbalance,"Weekend Indicator (Weekend=1, Else 0)","Matchup Power Score (2=P4vP4, 1=P4vG5, 0=G5vG5)",Bowl Tier,Bowl Ownership,Local Team Indicator,AP Strength Score,Combined Fanbase (Log transformed),MinMax Scale Distance,AP Strength Normalized,Raw Gradient Boosted Attendance,Gradient Boosting Predicted Attendance,Final Attendance Prediction,Bowl Avg Attendance,Gradient Boosting Predicted % Filled,Bowl Avg % Filled,Attendance Difference from Avg,% Attendance Difference from Avg,Actual Attendance,Actual % Filled,% Error,Difference from Predicted,Bowl Type,Temp at Kickoff Time,Weather at Kickoff,Rain (mm),Snowfall (mm)
2025,Camellia Bowl,9,Troy Trojans,Sun Belt Conference,0,8,4,4,561.87,120100,13923,89401,National,47979.448,31.799583,-85.95802,Destin-Fort Walton Beach Airport,96.89909,172.2,High Remote,CST,Jacksonville State Gamecocks,Conference USA,0,8,9,-1,519.93,60500,9672,39841,Regional,24276.472,33.822938,-85.765321,Birmingham-Shuttlesworth International Airport,59.4468,94.2,Moderate Remote,CST,Cramton Bowl,Montgomery,AL,1,21000,32.3774,-86.2977,CST,44.60365681,0.8921,53.5244,Easy Drive,104.5283756,2.09057,125.43405,Flight Required,2025-12-16,Tuesday,9:00 PM,ESPN,1500000,15721,1560000,13316,,8,16,0,0,0,0,0,0,0,333437,74.5660,89.4792,1.4913,44.60365681,59.92471877,0,0,3,2,1,26,5.523015092,0,1,20548.57287,18378.80101,18378.80101,13316,87.52%,63.41%,5062.80101,38.02%,15721,0.75,16.91%,"2,657.80",Small,40.5,Overcast,0,0
2022,Cheez-It Bowl,23,Wisconsin Badgers,Big Ten Conference,0,7,9,-2,744.44,720200,49605,308056,National,257084.376,43.08,-89.40,Chicago Rockford International Airport,62.74338,104.1,Moderate Remote,CST,Oklahoma State Cowboys,Big 12 Conference,0,7,12,-5,670.53,384700,26043,177732,Regional,138660.012,36.12,-97.07,OKC Will Rogers World Airport,58.46655,88.3,Moderate Remote,CST,Chase Field,Phoenix,AZ,3,49033,33.45,-112.07,MST,1392,27.8342,1670.0547,Flight Required,870,17.40071,1044.04234,Flight Required,2022-12-27,Tuesday,10:15 PM,ESPN,"2,560,000","23,187",2916667,23775,0.47,7,14,0,0,0,0,0,1,0,1666336,1130.8738,1357.0485,22.6175,870,521.68,0,2,1,1,0,26,6.221762838,0.2994203569,1,"23,137.60","23,328.82","23,328.82",23775,47.58%,48.49%,-446.18,-1.88%,"23,187",0.47,0.61%,141.82,Large,62,Overcast,0,0
2023,Cheez-It Bowl,23,Kansas Jayhawks,Big 12 Conference,0,9,6,3,632.68,292400,28406,171566,Regional,110810.872,38.96,-95.25,Kansas City International Airport,36.9704,62.8,Accessible,CST,UNLV Rebels,Mountain West Conference,0,9,5,4,354.46,167200,21778,145643,Mostly In-State,69221.684,36.11,-115.14,Harry Reid International Airport,1.748685,41.9,Accessible,PST,Chase Field,Phoenix,AZ,3,49033,33.45,-112.07,MST,1010,20.2055,1212.3308,Flight Required,253,5.06595,303.95685,Flight Required,2023-12-26,Tuesday,9:00 PM,ESPN,"2,690,000","26,478",2916667,23775,0.54,9,18,0,0,0,0,0,0,0,826993,631.7865,758.1438,12.6357,253,756.98,0,1,1,1,0,26,5.917502359,0.1579493831,1,"26,064.77","25,377.84","25,377.84",23775,51.76%,48.49%,"1,602.84",6.74%,"26,478",0.54,-4.16%,"-1,100.16",Large,51.3,Overcast,0,0
2024,Cheez-It Bowl,18,Kansas State Wildcats,Big 12 Conference,0,9,9,0,651.75,274400,19745,152636,Regional,101793.3,39.19,-96.58,Kansas City International Airport,100.1891,147,High Remote,CST,Rutgers Scarlet Knights,Big Ten Conference,0,7,7,0,663.55,295400,50617,266030,Regional,125611.82,40.50,-74.45,Newark Liberty International Airport,19.75846,40.1,Accessible,EST,Chase Field,Phoenix,AZ,3,49033,33.45,-112.07,MST,947,18.9489,1136.9356,Flight Required,2116,42.32583,2539.54988,Flight Required,2024-12-26,Thursday,5:30 PM,ESPN,"3,500,000","21,659",2916667,23775,0.44,8,16,0,0,0,0,1,0,0,1058828,1531.8689,1838.2427,30.6374,947,1168.85,0,2,1,1,0,26,6.024825828,0.413086198,1,"21,831.30","22,414.41","22,414.41",23775,45.71%,48.49%,"-1,360.59",-5.72%,"21,659",0.44,3.49%,755.41,Large,61.8,Mainly clear,0,0
2022,Citrus Bowl,29,LSU Tigers,Southeastern Conference,16,10,6,4,872.61,2200000,39418,214165,Regional,689649.144,30.41,-91.18,Louis Armstrong New Orleans International Airport,62.23375,82.2,Moderate Remote,CST,Purdue Boilermakers,Big Ten Conference,0,8,9,-1,646.08,272500,8874,353852,National,119168.432,40.43,-86.91,Indianapolis International Airport,59.02897,96.4,Moderate Remote,EST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,602,12.0389,722.3322,Flight Required,879,17.57872,1054.72297,Flight Required,2023-01-02,Monday,1:00 PM,ABC,"3,330,000","42,791",5065000,43326,0.71,9,18,8,0,16,0,1,0,0,3088809,740.4396,888.5276,14.8088,602,276.99,0,2,1,1,0,18,6.489791195,0.1887481319,0.6444444444,"42,713.82","42,897.47","42,897.47",43326,71.24%,71.95%,-428.53,-0.99%,"42,791",0.71,0.25%,106.47,Large,76.3,Clear sky,0,0
2023,Citrus Bowl,29,Tennessee Volunteers,Southeastern Conference,25,9,11,-2,821.07,1664400,36304,187046,Mostly In-State,525613.828,35.95,-83.93,McGhee Tyson Airport,10.45951,32.5,Accessible,EST,Iowa Hawkeyes,Big Ten Conference,20,10,8,2,692.62,583000,30042,169836,National,198169.048,41.66,-91.54,Quad City International Airport,55.18501,80.4,Moderate Remote,CST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,533,10.6590,639.5383,Flight Required,1071,21.41505,1284.90274,Flight Required,2024-01-01,Monday,1:00 PM,ABC,"6,800,000","43,861",5065000,43326,0.73,9.5,19,22.5,20,25,0,1,0,`,2670628,801.8504,962.2205,16.0370,533,537.80,0,2,1,1,0,3.5,6.426613561,0.2061555957,0,"43,798.12","43,656.48","43,656.48",43326,72.50%,71.95%,330.48,0.76%,"43,861",0.73,-0.47%,-204.52,Large,64.8,Partly cloudy,0,0
2025,Citrus Bowl,24,Texas Longhorns,Southeastern Conference,14,9,13,-4,973.54,1596800,53082,472290,Regional,537274.816,30.282825,-97.738273,Austin Bergstrom International Airport,7.446201,25.7,Accessible,CST,Michigan Wolverines,Big Ten Conference,18,9,8,1,907.22,1792900,52065,379079,National,586553.788,42.278374,-83.73481,Detroit Metropolitan Wayne County Airport,19.9961,35.2,Accessible,EST,Camping World Stadium,Orlando,FL,3,60219,28.539143,-81.403076,EST,989.7313083,19.7946,1187.6776,Flight Required,958.2774865,19.16555,1149.93298,Flight Required,2025-12-31,Wednesday,3:00 PM,ABC,9100000,47316,5065000,43326,,9,18,16,14,18,0,1,0,0,4346216,974.0044,1168.8053,19.4801,958.2774865,31.45382178,0,2,1,1,0,10,6.638111406,0.2549542558,0.2888888889,55912.62139,52136.63498,52136.63498,43326,86.58%,71.95%,8810.63498,20.34%,47316,0.79,10.19%,"4,820.63",Large,55.4,Clear sky,0,0
2022,Cure Bowl,12,Troy Trojans,Sun Belt Conference,23,12,5,7,464.3,120100,13923,89401,National,47940.42,31.80,-85.96,Destin-Fort Walton Beach Airport,96.89909,172.2,High Remote,CST,UTSA Roadrunners,American Conference,22,11,12,-1,515.76,148700,24351,159591,Highly Local,65645.604,31.77,-106.50,El Paso International Airport,8.007039,26.1,Accessible,CST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,353,7.0638,423.8306,Flight Required,1513,30.25599,1815.35931,Flight Required,2022-12-16,Friday,3:00 PM,ESPN,"1,460,000","11,911",1456000,11183,0.20,11.5,23,22.5,22,23,0,0,0,0,556066,932.9958,1119.5949,18.6599,353,1159.61,0,0,3,2,0,3.5,5.745127122,0.2433299806,0,"11,901.88","11,686.21","11,686.21",11183,19.41%,18.57%,503.21,4.50%,"11,911",0.20,-1.89%,-224.79,Large,65.4,Clear sky,0.8,0
2023,Cure Bowl,13,Appalachian State Mountaineers,Sun Belt Conference,,9,6,3,517.56,208900,21253,120159,Mostly In-State,79143.524,36.22,-81.68,,,,,EST,Miami (OH) RedHawks,Mid-American Conference,0,11,6,5,408.16,142200,18618,174340,Regional,63980.864,39.51,-84.73,Cincinnati Northern Kentucky International Airport,31.91875,76.4,Moderate Remote,EST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,531,10.6133,636.7999,Flight Required,781,15.62714,937.62823,Flight Required,2023-12-16,Saturday,3:30 PM,ABC,"1,950,000","11,121",1456000,11183,0.18,10,20,0,0,0,0,0,0,0,685470,656.0117,787.2140,13.1202,531,250.69,1,0,3,2,0,13,5.835989086,0.1648162411,0.4222222222,"11,156.29","11,164.30","11,164.30",11183,18.54%,18.57%,-18.70,-0.17%,"11,121",0.18,0.39%,43.30,Large,66.5,Moderate rain,63.7,0
2024,Cure Bowl,12,Ohio Bobcats,Mid-American Conference,0,11,10,1,450.55,123200,24937,189185,Regional,61046.12,39.33,-82.10,Rickenbacker International Airport,55.41088,92.6,Moderate Remote,EST,Jacksonville State Gamecocks,Conference USA,0,9,9,0,430.94,60500,9672,39841,Regional,24240.876,33.82,-85.77,Birmingham-Shuttlesworth International Airport,59.4468,94.2,Moderate Remote,CST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,746,14.9293,895.7598,Flight Required,447,8.93731,536.23844,Flight Required,2024-12-20,Friday,12:00 PM,ESPN,"958,000","10,518",1456000,11183,0.17,10,20,0,0,0,0,0,0,0,447335,596.6659,715.9991,11.9333,447,299.60,0,0,3,2,0,26,5.65063385,0.1479941213,1,"10,770.74","10,894.42","10,894.42",11183,18.09%,18.57%,-288.58,-2.58%,"10,518",0.17,3.58%,376.42,Large,65.7,Clear sky,0,0
2025,Cure Bowl,10,Old Dominion Monarchs,Sun Belt Conference,0,9,5,4,477.45,119700,22541,133332,Mostly In-State,53942.38,36.886418,-76.30666,Norfolk International Airport,5.892969,17,Accessible,EST,South Florida Bulls,American Conference,0,9,7,2,666.89,261300,48572,266499,Mostly In-State,115021.056,28.061458,-82.413232,Tampa International Airport,9.415501,29.8,Accessible,EST,Camping World Stadium,Orlando,FL,3,60219,28.539143,-81.403076,EST,648.1492591,12.9630,777.7791,Flight Required,69.75887454,1.39518,83.71065,Drivable,2025-12-17,Wednesday,5:00 PM,ESPN,1200000,15036,1456000,11183,,9,18,0,0,0,0,0,0,0,851944,358.9541,430.7449,7.1791,69.75887454,578.3903846,0,0,3,2,1,26,5.930411558,0.08061246366,1,12572.07412,12155.35189,12155.35189,11183,20.19%,18.57%,972.35189,8.69%,15036,0.25,-19.16%,"-2,880.65",Large,70.5,Overcast,0.2,0
2022,Duke's Mayo Bowl,26,Maryland Terrapins,Big Ten Conference,0,8,7,1,680.22,243000,2844,319736,Regional,105714.488,38.99,-76.94,Ronald Reagan Washington National Airport,10.63017,30.1,Accessible,EST,NC State Wolfpack,Atlantic Coast Conference,25,8,9,-1,686.19,369900,37323,231036,Mostly In-State,141812.676,35.79,-78.67,Raleigh-Durham International Airport,9.024975,19.5,Accessible,EST,Bank of America Stadium,Charlotte,NC,2,75523,35.23,-80.85,EST,338,6.7507,405.0424,Flight Required,129,2.57034,154.22010,Flight Required,2022-12-30,Friday,12:00 PM,ESPN,"2,680,000","37,228",3300000,37360,0.49,8,16,12.5,0,25,0,0,0,1,1203839,233.0260,279.6312,4.6605,129,209.02,0,2,1,1,0,13.5,6.08056877,0.04491697984,0.4444444444,"37,088.11","37,169.68","37,169.68",37360,49.22%,49.47%,-190.32,-0.51%,"37,228",0.49,-0.16%,-58.32,Large,54,Light drizzle,1.2,0
2023,Duke's Mayo Bowl,24,West Virginia Mountaineers,Big 12 Conference,0,9,5,4,666.23,545500,24200,160808,National,184837.292,39.63,-79.95,Pittsburgh International Airport,61.05552,104.1,Moderate Remote,EST,North Carolina Tar Heels,Atlantic Coast Conference,0,8,9,-1,805.63,569400,32234,220432,Regional,199632.252,35.91,-79.05,Raleigh-Durham International Airport,14.93845,27.4,Accessible,EST,Bank of America Stadium,Charlotte,NC,2,75523,35.23,-80.85,EST,309,6.1717,370.2997,Flight Required,112,2.23705,134.22316,Flight Required,2023-12-27,Wednesday,5:30 PM,ESPN,"3,840,000","42,925",3300000,37360,0.57,8.5,17,0,0,0,0,0,0,1,1552574,210.2179,252.2615,4.2044,112,196.73,0,2,1,1,0,26,6.191052589,0.03845179371,1,"42,724.15","41,114.91","41,114.91",37360,54.44%,49.47%,"3,754.91",10.05%,"42,925",0.57,-4.22%,"-1,810.09",Large,58.9,Overcast,9.3,0
2024,Duke's Mayo Bowl,26,Minnesota Golden Gophers,Big Ten Conference,0,8,6,2,705.22,335500,9350,294902,Mostly In-State,132292.288,44.97,-93.24,MinneapolisÃ¢â‚¬â€œSaint Paul International Airport / WoldÃ¢â‚¬â€œChamberlain Field,6.453044,24.5,Accessible,CST,Virginia Tech Hokies,Atlantic Coast Conference,0,6,7,-1,695.42,422900,38294,221140,Regional,156920.968,37.23,-80.42,Piedmont Triad International Airport,82.57942,165.9,High Remote,EST,Bank of America Stadium,Charlotte,NC,2,75523,35.23,-80.85,EST,937,18.7399,1124.3924,Flight Required,140,2.80945,168.56718,Flight Required,2025-01-03,Friday,7:30 PM,ESPN,"3,380,000","31,927",3300000,37360,0.42,7,14,0,0,0,0,0,0,1,1322086,538.7332,646.4798,10.7747,140,796.52,0,2,1,1,0,26,6.121260035,0.1315725395,1,"32,276.72","33,801.70","33,801.70",37360,44.76%,49.47%,"-3,558.30",-9.52%,"31,927",0.42,5.87%,"1,874.70",Large,39.4,Clear sky,0,0
2025,Duke's Mayo Bowl,26,Mississippi State Bulldogs,Southeastern Conference,0,5,2,3,770.48,535400,22657,117010,National,177160.592,33.454852,-88.790139,Jackson-Medgar Wiley Evers International Airport,108.6834,154.2,High Remote,CST,Wake Forest Demon Deacons,Atlantic Coast Conference,0,8,4,4,627.16,169500,9121,56202,National,58545.264,36.133609,-80.277446,Piedmont Triad International Airport,19.1107,40,Accessible,EST,Bank of America Stadium,Charlotte,NC,2,75523,35.225845,-80.853607,EST,468.9014251,9.3780,562.6817,Flight Required,70.56945353,1.41139,84.68334,Drivable,2026-01-02,Friday,8:00 PM,ESPN,2600000,29328,3300000,37360,,6.5,13,0,0,0,0,0,0,1,909890,269.7354,323.6825,5.3947,70.56945353,398.3319715,0,2,1,1,1,26,5.958989369,0.05532260582,1,37083.96749,37166.77724,38281.78056,37360,50.69%,49.47%,921.7805572,2.47%,29328,0.39,30.53%,"8,953.78",Large,53.6,Overcast,0,0
2022,Famous Idaho Potato Bowl,16,Eastern Michigan Eagles,Mid-American Conference,0,9,7,2,404.1,112500,13324,129009,Mostly In-State,49477.34,42.25,-83.63,Detroit Metropolitan Wayne County Airport,14.2238,26.8,Accessible,EST,San Jose State Spartans,Mountain West Conference,0,7,5,2,417.95,106700,36062,282204,Mostly In-State,67609.98,37.34,-121.88,Norman Y. Mineta San Jose International Airport,3.169042,9.6,Accessible,PST,Albertsons Stadium,Boise,ID,1,36387,43.60,-116.20,MST,1640,32.8042,1968.2530,Flight Required,526,10.51302,630.78096,Flight Required,2022-12-20,Tuesday,3:30 PM,ESPN,"1,110,000","10,122",1193333,10883,0.28,8,16,0,0,0,0,0,0,0,679799,1082.9308,1299.5170,21.6586,526,1114.56,0,0,3,2,0,26,5.83238116,0.2858304677,1,"9,994.82","10,261.27","10,261.27",10883,28.20%,29.91%,-621.73,-5.71%,"10,122",0.28,1.38%,139.27,Medium,33.2,Slight snowfall,0,0.84
2023,Famous Idaho Potato Bowl,20,Georgia State Panthers,Sun Belt Conference,0,7,4,3,499.67,120800,34974,221726,Highly Local,65607.268,33.75,-84.39,Hartsfield Jackson Atlanta International Airport,8.37571,16.7,Accessible,EST,Utah State Aggies,Mountain West Conference,0,6,6,0,435.99,118400,28063,114531,Mostly In-State,52760.096,41.74,-111.81,Salt Lake City International Airport,66.34906,106.5,Moderate Remote,MST,Albertsons Stadium,Boise,ID,1,36387,43.60,-116.20,MST,1832,36.6477,2198.8634,Flight Required,257,5.14902,308.94095,Flight Required,2023-12-23,Saturday,3:30 PM,ESPN,"1,150,000","12,168",1193333,10883,0.33,6.5,13,0,0,0,0,0,0,0,638494,1044.9185,1253.9022,20.8984,257,1574.94,1,0,3,2,0,26,5.805157501,0.2750555161,1,"11,862.46","11,568.62","11,568.62",10883,31.79%,29.91%,685.62,6.30%,"12,168",0.33,-4.93%,-599.38,Medium,37.9,Clear sky,0,0
2024,Famous Idaho Potato Bowl,22,Northern Illinois Huskies,Mid-American Conference,,8,7,1,437.2,110000,15504,163837,Mostly In-State,52659.38,41.93,-88.77,Chicago Rockford International Airport,24.7954,53.1,Accessible,CST,Fresno State Bulldogs,Mountain West Conference,0,6,9,-3,568.31,198300,23986,110359,Highly Local,75550.424,36.81,-119.74,Fresno Yosemite International Airport,2.856031,9.4,Accessible,PST,Albertsons Stadium,Boise,ID,1,36387,43.60,-116.20,MST,1390,27.8028,1668.1680,Flight Required,505,10.10177,606.10642,Flight Required,2024-12-30,Monday,2:30 PM,ESPN,"1,320,000","10,359",1193333,10883,0.28,7,14,0,0,0,0,0,0,0,621986,947.6143,1137.1372,18.9523,505,885.05,0,0,3,2,0,13,5.793781308,0.2474737438,0.4222222222,"10,452.67","10,581.77","10,581.77",10883,29.08%,29.91%,-301.23,-2.77%,"10,359",0.28,2.15%,222.77,Medium,40.4,Partly cloudy,0,0
2025,Famous Idaho Potato Bowl,15,Washington State Cougars,Pac-12 Conference,0,6,8,-2,569.46,237200,26490,161917,Mostly In-State,92877.484,46.730448,-117.158168,Spokane International Airport,63.97179,108.7,Moderate Remote,PST,Utah State Aggies,Mountain West Conference,0,6,4,2,503.59,118400,28063,114531,Mostly In-State,52787.136,41.740748,-111.81391,Salt Lake City International Airport,66.34906,106.5,Moderate Remote,MST,Albertsons Stadium,Boise,ID,1,36387,43.604284,-116.203301,MST,220.9574441,4.4191,265.1489,Flight Required,257.4507903,5.14902,308.94095,Flight Required,2025-12-22,Monday,2:00 PM,ESPN,1200000,17031,1193333,10883,,6,12,0,0,0,0,0,0,0,686601,239.2041,287.0449,4.7841,220.9574441,36.49334628,0,0,3,2,0,26,5.836705064,0.04666821586,1,14409.30923,13351.41646,13351.41646,10883,36.69%,29.91%,2468.41646,22.68%,17031,0.47,-21.61%,"-3,679.58",Medium,52.7,Overcast,3.9,0
2022,Fenway Bowl,13,Louisville Cardinals,Atlantic Coast Conference,0,8,6,2,625.42,402100,22139,119709,Regional,137278.868,38.22,-85.76,Louisville Muhammad Ali International Airport,3.479404,11.3,Accessible,EST,Cincinnati Bearcats,Big 12 Conference,0,9,13,-4,650.89,269400,43338,208115,Mostly In-State,110559.456,39.13,-84.51,Cincinnati Northern Kentucky International Airport,10.0142,29,Accessible,EST,Fenway Park,Boston,MA,1,37755,42.35,-71.10,EST,823,16.4534,987.2031,Flight Required,736,14.71750,883.05002,Flight Required,2022-12-17,Saturday,11:00 AM,ESPN,"1,960,000","15,000",1843333,20313,0.40,8.5,17,0,0,0,0,0,1,0,1064801,779.2721,935.1266,15.5854,736,86.79,1,2,3,2,0,26,6.027268858,0.1997555694,1,"14,981.16","16,580.71","16,580.71",20313,43.92%,53.80%,"-3,732.29",-18.37%,"15,000",0.40,10.54%,"1,580.71",Medium,38.3,Overcast,6,0.63
2023,Fenway Bowl,25,Boston College Eagles,Atlantic Coast Conference,0,7,3,4,650.23,200200,15280,133252,National,76701.292,42.34,-71.17,General Edward Lawrence Logan International Airport,8.419808,23.3,Accessible,EST,SMU Mustangs,Atlantic Coast Conference,17,11,7,4,714.21,200600,11842,102694,Regional,73103.484,32.84,-96.78,Dallas Love Field,3.756131,15.2,Accessible,CST,Fenway Park,Boston,MA,1,37755,42.35,-71.10,EST,4,0.0763,4.5798,Easy Drive,1544,30.87995,1852.79701,Flight Required,2023-12-28,Thursday,11:00 AM,ESPN,"1,460,000","16,238",1843333,20313,0.43,9,18,8.5,0,17,0,0,0,1,663868,773.9070,928.6884,15.4781,4,1540.18,0,2,3,2,1,17.5,5.822082389,0.1982347754,0.6222222222,"16,413.79","17,583.56","17,583.56",20313,46.57%,53.80%,"-2,729.44",-13.44%,"16,238",0.43,8.29%,"1,345.56",Medium,43.8,Slight rain,21.3,0
2024,Fenway Bowl,20,UConn Huskies,Independent,0,9,3,6,537.91,142300,27364,171835,Regional,65561.464,41.81,-72.25,Bradley International Airport,24.24718,51.5,Accessible,EST,North Carolina Tar Heels,Atlantic Coast Conference,0,6,8,-2,794.99,569400,32234,220432,Regional,199627.996,35.91,-79.05,Raleigh-Durham International Airport,14.93845,27.4,Accessible,EST,Fenway Park,Boston,MA,1,37755,42.35,-71.10,EST,70,1.3974,83.8414,Drivable,615,12.30953,738.57155,Flight Required,2024-12-28,Saturday,11:00 AM,ESPN,"2,110,000","29,700",1843333,20313,0.79,7.5,15,0,0,0,0,0,0,1,1163565,342.6721,411.2065,6.8534,70,545.61,1,1,3,2,1,26,6.065791022,0.07599717799,1,"29,330.94","26,625.56","26,625.56",20313,70.52%,53.80%,"6,312.56",31.08%,"29,700",0.79,-10.35%,"-3,074.44",Medium,38.1,Light drizzle,1.2,0
2025,Fenway Bowl,20,UConn Huskies,Independent,0,9,9,0,568.12,142300,27364,171835,Regional,65573.548,41.809098,-72.249948,Bradley International Airport,24.24718,51.5,Accessible,EST,Army Black Knights,American Conference,0,6,12,-6,23.66,282000,4508,49781,Very National (Top 10%),90489.164,41.388988,-73.956772,New York Stewart International Airport,10.76224,31.6,Accessible,EST,Fenway Park,Boston,MA,1,37755,42.346268,-71.095764,EST,69.86784462,1.3974,83.8414,Drivable,161.382328,3.22765,193.65879,Flight Required,2025-12-27,Saturday,2:15 PM,ESPN,1800000,22461,1843333,20313,,7.5,15,0,0,0,0,0,0,0,677788,115.6251,138.7501,2.3125,69.86784462,91.5144834,1,0,3,2,1,26,5.831094516,0.01163857901,1,22243.84185,21664.5893,21664.5893,20313,57.38%,53.80%,1351.5893,6.65%,22461,0.59,-3.55%,-796.41,Medium,19.9,Clear sky,0,3.64
2022,First Responder Bowl,23,Memphis Tigers,American Conference,0,7,6,1,533.26,202000,21736,114618,Mostly In-State,76622.304,35.12,-89.94,Memphis International Airport,5.625859,18.1,Accessible,CST,Utah State Aggies,Mountain West Conference,0,6,11,-5,371.37,118400,28063,114531,Mostly In-State,52734.248,41.74,-111.81,Salt Lake City International Airport,66.34906,106.5,Moderate Remote,MST,Gerald J. Ford Stadium,Dallas,TX,2,32000,32.84,-96.78,CST,422,8.4486,506.9130,Flight Required,1027,20.54667,1232.80038,Flight Required,2022-12-27,Tuesday,3:15 PM,ESPN,"2,200,000","10,343",2233333,21870,0.32,6.5,13,0,0,0,0,0,0,0,599348,724.8806,869.8567,14.4976,422,604.91,0,0,3,2,0,26,5.777679785,0.1843377745,1,"10,783.37","14,109.36","14,109.36",21870,44.09%,68.34%,"-7,760.64",-35.49%,"10,343",0.32,36.41%,"3,766.36",Medium,46,Mainly clear,0,0
2023,First Responder Bowl,23,Texas State Bobcats,Sun Belt Conference,0,8,4,4,484.79,138900,38722,202324,Highly Local,69840.716,29.89,-97.94,Austin Bergstrom International Airport,27.14639,50.4,Accessible,CST,Rice Owls,American Conference,0,6,5,1,466.78,108200,8556,67890,Regional,41146.912,29.72,-95.40,William P. Hobby Airport,9.038024,29.2,Accessible,CST,Gerald J. Ford Stadium,Dallas,TX,2,32000,32.84,-96.78,CST,215,4.3064,258.3824,Flight Required,231,4.61725,277.03496,Flight Required,2023-12-26,Tuesday,5:30 PM,ESPN,"2,800,000","26,542",2233333,21870,0.83,7,14,0,0,0,0,0,0,0,564592,223.0906,267.7087,4.4618,215,15.54,0,0,3,2,0,26,5.751735489,0.04210068456,1,"26,287.74","24,962.42","24,962.42",21870,78.01%,68.34%,"3,092.42",14.14%,"26,542",0.83,-5.95%,"-1,579.58",Medium,52.3,Clear sky,0,0
2024,First Responder Bowl,26,Texas State Bobcats,Sun Belt Conference,0,8,8,0,540.17,138900,38722,202324,Highly Local,69862.868,29.89,-97.94,Austin Bergstrom International Airport,27.14639,50.4,Accessible,CST,North Texas Mean Green,American Conference,0,6,5,1,595.42,120800,47507,242572,Highly Local,70236.768,33.21,-97.15,Dallas Fort Worth International Airport,22.62448,37,Accessible,CST,Gerald J. Ford Stadium,Dallas,TX,2,32000,32.84,-96.78,CST,215,4.3064,258.3824,Flight Required,33,0.66100,39.66015,Easy Drive,2025-01-03,Friday,4:00 PM,ESPN,"1,700,000","28,725",2233333,21870,0.90,7,14,0,0,0,0,0,0,0,790825,124.1844,149.0213,2.4837,33,182.27,0,0,3,2,1,26,5.898080939,0.0140648011,1,"28,489.42","26,503.59","26,503.59",21870,82.82%,68.34%,"4,633.59",21.19%,"28,725",0.90,-7.73%,"-2,221.41",Medium,58.5,Clear sky,0,0
2025,First Responder Bowl,19,Florida International Panthers,Conference USA,0,7,4,3,562.61,117500,53953,244657,Highly Local,70731.344,25.75732,-80.373928,Miami International Airport,5.76042,19.8,Accessible,EST,UTSA Roadrunners,American Conference,0,6,7,-1,662.09,148700,24351,159591,Highly Local,65704.136,31.77015,-106.504098,El Paso International Airport,8.007039,26.1,Accessible,CST,Gerald J. Ford Stadium,Dallas,TX,2,32000,32.843612,-96.783365,CST,1101.556453,22.0311,1321.8677,Flight Required,572.3154289,11.44631,686.77851,Flight Required,2025-12-26,Friday,8:00 PM,ESPN,3100000,8671,2233333,21870,,6.5,13,0,0,0,0,0,0,0,748752,836.9359,1004.3231,16.7387,572.3154289,529.2410244,0,0,3,2,0,26,5.874338575,0.2161009147,1,19859.84757,20462.8933,20462.8933,21870,63.95%,68.34%,-1407.1067,-6.43%,8671,0.27,135.99%,"11,791.89",Medium,75.7,Clear sky,0,0
